Manufacturer_ID,Manufacturer,Model,Model_Year,Alternative_Fuel_Economy_City,Alternative_Fuel_Economy_Highway,Alternative_Fuel_Economy_Combined,Conventional_Fuel_Economy_City,Conventional_Fuel_Economy_Highway,Conventional_Fuel_Economy_Combined,Transmission,Engine_Type,Engine_Size,Engine_Cylinder_Count,Engine_and_Motors_Description,Category,Fuel_Code,Fuel,Fuel_Configuration_Name,Electric_Only_Range,eRange_min,eRange_max,eRange_avg,Total_Range,PHEV_Type,Drivetrain,Charging_Rate_Level_2_in_kW,Charging_Rate_DC_Fast_kW,Charging_Speed_Level_1_miles_added_per_hour_of_charging,Charging_Speed_Level_2_miles_added_per_hour_of_charging,Charging_Speed_DCFast_miles_added_per_hour_of_charging,Battery_Voltage,Battery_Capacity_Amp_Hours,Battery_Capacity_kWh,Seating_Capacity,Notes
490,Alfa Romeo,Tonale eAWD,2024,,,77,29,29,29,Auto,SI,1.3L,4,"1.3L I4;
89 kW electric motor",SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,33,33,33,33,360,Blended,AWD,,,,,,304,51,15,,
377,Audi,A3,2024,,,,29,37,32,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,FWD,,,,,,,,,,
377,Audi,A3 quattro,2024,,,,27,34,30,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,A4 quattro/S-Line/Allroad,2024,,,,,,27-30,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,Includes Allroad and S-Line models
377,Audi,A5 quattro Coupe/Cabriolet/Sportback,2024,,,,,,27-30,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,"Includes Coupe, Cabriolet, and Sportback models"
377,Audi,A6 quattro,2024,,,,23,33,26,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,A6 quattro/Allroad,2024,,,,22,30,25,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,A7 quattro,2024,,,,22,30,25,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,A8 quattro,2024,,,,19,28,22,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,e-tron GT/RS e-tron GT,2024,,,85,,,,Auto,e-motor,175 kW and 320 or 335 kW,,175 kW and 320 or 335 kW electric motors,Sedan/Wagon,ELEC,Electric,Dedicated,249,249,249,249,,,AWD,9.6,270,3,23,292,723,129,93,5,
377,Audi,Q4 40 e-tron,2024,112,94,103,,,,Auto,e-motor,150 kW,,150 kW electric motor,SUV,ELEC,Electric,Dedicated,265,265,265,265,,,RWD,11,125,3,31,282,352,234,82,5,
377,Audi,Q4 50 e-tron quattro,2024,97,87,93,,,,Auto,e-motor,80 kW (x2),,80 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,236,236,236,236,,,AWD,11,125,3,31,282,352,234,82,5,
377,Audi,Q4 Sportback 50 e-tron quattro,2024,100,89,95,,,,Auto,e-motor,80 kW (x2),,80 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,242,242,242,242,,,AWD,11,125,3,31,282,352,234,82,5,
377,Audi,Q5 quattro/Sportback/S-Line,2024,,,,,,24-26,Auto,SI,2.0L,4,2.0L I4,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,Includes S-Line and Sportback S-Line models
377,Audi,Q7 quattro,2024,,,,19,24,21,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,Q8 e-tron quattro,2024,80,83,81,,,,Auto,e-motor,141 kW (x2),,141 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,285,285,285,285,,,AWD,11,125,3,31,282,397,288,114,5,
377,Audi,Q8 quattro,2024,,,,17,23,19,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,Q8 Sportback e-tron quattro,2024,84,90,87,,,,Auto,e-motor,141 and 172 kW,,141 and 172 kW electric motors,SUV,ELEC,Electric,Dedicated,296,296,296,296,,,AWD,9.6-19.2,170,3,44,311,397,288,114,5,
377,Audi,Q8 Sportback e-tron ultra quattro,2024,84,89,86,,,,Auto,e-motor,172 kW (x2),,172 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,300,300,300,300,,,AWD,11,125,3,31,282,397,288,114,5,
377,Audi,RS 6 Avant,2024,,,,14,22,17,Auto,SI,4.0L,8,4.0L V8,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,RS7,2024,,,,14,22,17,Auto,SI,4.0L,8,4.0L V8,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,RS Q8,2024,,,,13,19,15,Auto,SI,4.0L,8,4.0L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,S3,2024,,,,23,32,26,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,S6,2024,,,,19,26,22,Auto,SI,2.9L,6,2.9L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,S7,2024,,,,19,26,22,Auto,SI,2.9L,6,2.9L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,S8,2024,,,,15,24,18,Auto,SI,4.0L,8,4.0L V8,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
377,Audi,SQ8 e-tron/Sportback e-tron,2024,,,63-73,,,,Auto,e-motor,172 kW,,172 kW electric motor,SUV,ELEC,Electric,Dedicated,218-253,218,253,236,,,AWD,,,,,,397,288,114,,"Includes models with 20"", 21"", and 22"" wheels"
355,Bentley Motors,Flying Spur Hybrid,2024,,,46,17,22,19,Auto,SI,2.9L,6,"2.9L V6;
103 kW electric motor",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,21,21,21,21,430,Blended,AWD,,,,,,374,48,17,,
211,BMW,330e Sedan,2024,,,73,24,32,26,Auto,SI,2.0L,4,2.0L I4 + 80 kW electric motor,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,22,22,22,22,310,Blended,RWD,3.7,,3,8,,354,34,12,5,
211,BMW,330e xDrive,2024,,,68,22,32,26,Auto,SI,2.0L,4,2.0L I4 + 80 kW electric motor,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,20,20,20,20,300,Blended,AWD,3.7,,3,8,,354,34,12,5,
211,BMW,530i Sedan,2024,,,,27,35,30,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,RWD,,,,,,,,,,
211,BMW,530i xDrive Sedan,2024,,,,27,35,30,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,540i xDrive Sedan,2024,,,,26,33,28,Auto,SI,3.0L,4,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,740i  Sedan,2024,,,,25,31,28,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,RWD,,,,,,,,,,
211,BMW,740i  xDrive Sedan,2024,,,,24,31,27,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,760i xDrive Sedan,2024,,,,18,25,20,Auto,SI,4.4L,8,4.4L V8,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,Alpina XB7,2024,,,,16,20,17,Auto,SI,4.4L,8,4.4L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,i4 eDrive35 Gran Coupe,2024,,,110-120,,,,Auto,e-motor,250 kW,,250 kW electric motor,Sedan/Wagon,ELEC,Electric,Dedicated,252-276,252,76,164,,,RWD,11,195,4,33,463,399,211,84,,"Includes models with 18"" and 19"" wheels"
211,BMW,i4 eDrive40 Gran Coupe,2024,,,100-109,,,,Auto,e-motor,250 kW,,250 kW electric motor,Sedan/Wagon,ELEC,Electric,Dedicated,283-301,283,301,292,,,RWD,11,195,4,33,463,399,211,84,5,"Includes models with 18"" and 19"" wheels"
211,BMW,i4 M50 Gran Coupe,2024,,,80-95,,,,Auto,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,Sedan/Wagon,ELEC,Electric,Dedicated,227-269,227,269,248,,,AWD,11,196,4,33,463,376,281,105,5,"Includes models with 19"" and 20"" wheels"
211,BMW,i4 xDrive40 Gran Coupe,2024,,,99-109,,,,Auto,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,Sedan/Wagon,ELEC,Electric,Dedicated,279-307,279,307,293,,,AWD,11,195,4,33,463,376,281,105,5,"Includes models with 18"" and 19"" wheels"
211,BMW,i5 eDrive40 Sedan,2024,,,96-105,,,,Auto,e-motor,250 kW,,250 kW electric motor,Sedan/Wagon,ELEC,Electric,Dedicated,270-295,270,295,283,,,RWD,,,,,,399,211,84,,"Includes models with 19"", 20"", and 21"" wheels"
211,BMW,i5 M60 xDrive Sedan,2024,,,85-91,,,,Auto,e-motor,190 and 230 kW ,,190 and 230 kW electric motors,Sedan/Wagon,ELEC,Electric,Dedicated,240-256,240,256,248,,,4WD,,,,,,399,211,84,,"Includes models with 19"", 20"", and 21"" wheels"
211,BMW,i7 eDrive50 Sedan,2024,,,86-90,,,,Auto,e-motor,335 kW,,335 kW  electric motor,Sedan/Wagon,ELEC,Electric,Dedicated,301-321,301,321,311,,,RWD,11,195,4,33,412,376,281,105,5,"Includes models with 19"", 20"", and 21"" wheels"
211,BMW,i7 M70 xDrive Sedan,2024,,,77-81,,,,Auto,e-motor,190 and 360 kW,,190 and 360 kW  electric motors,Sedan/Wagon,ELEC,Electric,Dedicated,274-291,274,291,283,,,AWD,11,195,4,33,412,369,303,111,5,"Includes models with 20"" and 21"" wheels"
211,BMW,i7 xDrive60 Sedan,2024,,,84-90,,,,Auto,e-motor,190 and 230 kW,,190 and 230 kW  electric motors,Sedan/Wagon,ELEC,Electric,Dedicated,298-317,298,317,308,,,4WD,11,195,4,33,412,376,281,105,5,"Includes models with 19"", 20"", and 21"" wheels"
211,BMW,iX M60,2024,,,80,,,,Auto,e-motor,190 and 360 kW,,190 and 360 kW electric motors,SUV,ELEC,Electric,Dedicated,296,296,296,296,,,AWD,11,195,3,28,393,369,303,111,5,"Includes models with 21"" and 22"" wheels"
211,BMW,iX xDrive40,2024,87,85,86,,,,Auto,e-motor,190 and 230 kW,,190 and 230 kW electric motors,SUV,ELEC,Electric,Dedicated,217,217,217,217,,,AWD,11,195,3,28,393,369,303,111,5,"Includes models with 20"", 21"", and 22"" wheels"
211,BMW,iX xDrive50,2024,,,83,,,,Auto,e-motor,190 and 230 kW,,190 and 230 kW electric motors,SUV,ELEC,Electric,Dedicated,307,307,307,307,,,AWD,11,195,3,28,393,369,303,111,5,"Includes models with 20"", 21"", and 22"" wheels"
211,BMW,M340i Sedan,2024,,,,23,31,26,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,RWD,,,,,,,,,,
211,BMW,M340i xDrive Sedan,2024,,,,23,31,26,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,M440i,2024,,,,,,26-27,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,RWD,,,,,,,,,,"Includes Coupe, Gran Coupe, and Convertible models"
211,BMW,M440i xDrive,2024,,,,,,25,Auto,SI,3.0L,6,3.0L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,"Includes Coupe, Gran Coupe, and Convertible models"
211,BMW,X3/X4 M40i,2024,,,,21,26,23,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X5 M60i xDrive,2024,,,,17,22,19,Auto,SI,4.4L,8,4.4L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X5 M Competition,2024,,,,13,18,15,Auto,SI,4.4L,8,4.4L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X5 sDrive40i,2024,,,,23,27,25,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,RWD,,,,,,,,,,
211,BMW,X5 xDrive40i,2024,,,,23,27,25,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X6 M60i xDrive,2024,,,,17,22,19,Auto,SI,4.4L,8,4.4L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X6 M Competition,2024,,,,13,18,15,Auto,SI,4.4L,8,4.4L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X6 xDrive40i,2024,,,,23,26,24,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X7 M60i xDrive,2024,,,,16,21,18,Auto,SI,4.4L,8,4.4L V8,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,X7 xDrive40i,2024,,,,21,25,22,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
211,BMW,XM,2024,,,46,12,17,14,Auto,SI,4.4L,8,4.4L V8 + 145 kW electric motor,SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,31,31,31,31,300,Blended,AWD,7.4,,2,11,,317,93,29,5,
231,Cadillac,Escalade 2WD,2024,,,,21,27,23,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,RWD,,,,,,,,,,
231,Cadillac,Escalade 4WD,2024,,,,20,26,22,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,4WD,,,,,,,,,,
231,Cadillac,Lyric,2024,95,82,88,,,,Auto,e-motor,255 kW electric motor,,255 kW electric motor,SUV,ELEC,Electric,Dedicated,314,314,314,314,,,RWD,11.5-19.2,190,4,29,401,400,298,119,5,
215,Chevrolet,Blazer EV AWD,2024,103,88,96,,,,Auto,e-motor,67 kW (x2),,67 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,279,279,279,279,,,AWD,,,,,,335,298,99,,
215,Chevrolet,Corvette AWD,2024,,,,16,24,19,Auto,SI,6.2L,8,6.2L V8,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
215,Chevrolet,Silverado 2WD,2024,,,,23,29,26,Auto,CI,3.0L,6,3.0L V6,Pickup,BD,Biodiesel (B20),Dedicated,,,,,,,RWD,,,,,,,,,,
215,Chevrolet,Silverado 2WD,2024,12,15,13,16,20,18,Auto,SI,5.3L,8,5.3L V8,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,,,,,,,RWD,,,,,,,,,,
215,Chevrolet,Silverado 4WD,2024,,,,,,21-24,Auto,CI,3.0L,6,3.0L V6,Pickup,BD,Biodiesel (B20),Dedicated,,,,,,,4WD,,,,,,,,,,Includes ZR2 and Sport Mode models and models with mud terrain tires
215,Chevrolet,Silverado 4WD,2024,11,14,12,15,19,17,Auto,SI,5.3L,8,5.3L V8,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,,,,,,,4WD,,,,,,,,,,Includes models with mud terrain tires
215,Chevrolet,Silverado EV,2024,67,59,63,,,,Auto,e-motor,191 kW (x2),,191 kW electric motors (x2),Pickup,ELEC,Electric,Dedicated,450,450,450,450,,,AWD,,,,,,350,596,208,,
215,Chevrolet,Silverado EV,2024,72,62,67,,,,Auto,e-motor,189 kW (x2),,189 kW electric motors (x2),Pickup,ELEC,Electric,Dedicated,393,393,393,393,,,AWD,,,,,,290,580,168,,
215,Chevrolet,Suburban 2WD,2024,,,,21,27,23,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,RWD,,,,,,,,,,
215,Chevrolet,Suburban 4WD,2024,,,,20,26,22,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,4WD,,,,,,,,,,
215,Chevrolet,Tahoe 2WD,2024,,,,21,28,24,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,RWD,,,,,,,,,,
215,Chevrolet,Tahoe 4WD,2024,,,,20,26,22,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,4WD,,,,,,,,,,
223,Chrysler,Pacifica Hybrid,2024,,,82,29,30,30,Auto,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Van,PHEV,Plug-in Hybrid Electric,Hybrid Electric,32,32,32,32,550,Blended,FWD,6.6,,3,16,,360,47,16,7,
225,Dodge,Hornet PHEV AWD,2024,,,77,29,29,29,Auto,SI,1.3L,4,"1.3L I4;
89 kW electric motor",SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,33,33,33,33,360,Blended,AWD,,,,,,304,51,15,,
409,Ferrari,SF90 Spider,2024,,,44,16,19,17,Auto,SI,3.9L,8,"3.9L V8; 99, 99, and 150 kW electric motors",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,8,8,8,8,330,Blended,AWD,,,,,,309,21,6,,
409,Ferrari,SF90 Stradale ,2024,,,51,16,20,18,Auto,SI,3.9L,8,"3.9L V8; 99, 99, and 150 kW electric motors",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,Hybrid Electric,9,9,9,9,340,Blended,AWD,,,,,,309,21,6,,
219,Ford,Maverick HEV FWD,2024,,,,42,33,37,Auto,SI,2.5L I4,4,2.5L I4,Pickup,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,FWD,,,,,,,,,,
478,Genesis,Electrified G70,2024,98,83,91,,,,Auto,e-motor,160 kW (x2),,160 kW electric motors (x2),Sedan/Wagon,ELEC,Electric,Dedicated,236,236,236,236,,,AWD,11,230,3,29,497,697,111,77,5,
478,Genesis,Electrified G80,2024,105,89,97,,,,Auto,e-motor,136 kW (x2),,136 kW electric motors (x2),Sedan/Wagon,ELEC,Electric,Dedicated,282,282,282,282,,,AWD,11,230,3,32,530,523,167,87,5,
478,Genesis,G90 MHEV,2024,,,,17,24,20,Auto,SI,3.5L,6,3.5L V6,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
478,Genesis,GV60 Advanced/Performance,2024,,,95-100,,,,Auto,e-motor,160 kW and 74 or 160 kW,,160 kW and 74 or 160 kW electric motors,SUV,ELEC,Electric,Dedicated,248-264,248,264,256,,,AWD,11,230,3,29,497,697,111,77,5,"Includes models with 19"" and 20"" wheels
"
478,Genesis,GV60 Standard,2024,125,99,112,,,,Auto,e-motor,168 kW ,,168 kW electric motor,SUV,ELEC,Electric,Dedicated,294,294,294,294,,,RWD,11,230,3,29,491,697,111,77,5,
213,GMC,Hummer EV Pickup,2024,,,50-53,,,,Auto,e-motor,214 kW (x3),,214 kW electric motors (x3),Pickup,ELEC,Electric,Dedicated,298-314,298,314,306,,,AWD,,,,,,334,596,199,,Includes models with MT tires
213,GMC,Hummer EV SUV,2024,,,50-53,,,,Auto,e-motor,214 kW (x3),,214 kW electric motors (x3),SUV,ELEC,Electric,Dedicated,298-314,298,314,306,,,AWD,,,,,,334,596,199,,Includes models with MT tires
213,GMC,Sierra 2WD,2024,12,15,13,16,20,18,Auto,SI,5.3L,8,5.3L V8,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,,,,,,,RWD,,,,,,,,,,
213,GMC,Sierra 2WD,2024,,,,23,29,25,Auto,CI,3.0L,6,3.0L V6,Pickup,BD,Biodiesel (B20),Dedicated,,,,,,,RWD,,,,,,,,,,
213,GMC,Sierra 4WD,2024,11,14,12,15,19,17,Auto,SI,5.3L,8,5.3L V8,Pickup,E85_GSLN,Ethanol (E85),Flexible Fuel,,,,,,,4WD,,,,,,,,,,Includes models with mud terrain tires
213,GMC,Sierra 4WD,2024,,,,,,19-24,Auto,CI,3.0L,6,3.0L V6,Pickup,BD,Biodiesel (B20),Dedicated,,,,,,,4WD,,,,,,,,,,Includes AT4X and Sport Mode models and models with mud terrain tires
213,GMC,Yukon/Yukon XL 2WD,2024,,,,21,27,23,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,RWD,,,,,,,,,,
213,GMC,Yukon/Yukon XL 4WD,2024,,,,20,26,22,Auto,CI,3.0L,6,3.0L V6,SUV,BD,Biodiesel (B20),Dedicated,,,,,,,4WD,,,,,,,,,,
209,Honda,Accord,2024,,,,,,44-48,Auto,SI,2.0L,4,2.0L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,FWD,,,,,,,,,,Includes Sport/Touring models
209,Honda,CR-V AWD,2024,,,,40,34,37,Auto,SI,2.0L,4,2.0L I4,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,AWD,,,,,,,,,,
209,Honda,CR-V FWD,2024,,,,43,36,40,Auto,SI,2.0L,4,2.0L I4,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,FWD,,,,,,,,,,
351,Hyundai,Elantra Hybrid/Hybrid Blue,2024,,,,,,50-54,Auto,SI,1.6L,4,1.6L I4,Sedan/Wagon,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,FWD,,,,,,,,,,
351,Hyundai,Ioniq 5 Long range AWD,2024,110,88,99,,,,Auto,e-motor,165 kW (x2),,165 kW electric motor (x2),SUV,ELEC,Electric,Dedicated,260,260,260,260,,,AWD,11,199,4,35,503,697,111,77,5,
351,Hyundai,Ioniq 5 Long range RWD,2024,132,98,114,,,,Auto,e-motor,168 kW,,168 kW electric motor,SUV,ELEC,Electric,Dedicated,303,303,303,303,,,RWD,11,199,4,35,503,697,111,77,5,
351,Hyundai,Ioniq 5 Standard range RWD,2024,127,94,110,,,,Auto,e-motor,125 kW,,125 kW electric motor,SUV,ELEC,Electric,Dedicated,220,220,220,220,,,RWD,11,199,4,35,503,523,111,58,5,
351,Hyundai,Ioniq 6 Long range AWD,2024,,,103-121,,,,Auto,e-motor,165 kW (x2),,165 kW electric motors (x2),Sedan/Wagon,ELEC,Electric,Dedicated,270-316,270,316,293,,,AWD,,,,,,697,111,77,,"Includes models with 18"" and 20"" wheels"
351,Hyundai,Ioniq 6 Long range RWD,2024,,,117-140,,,,Auto,e-motor,168 kW (x2),,168 kW electric motors (x2),Sedan/Wagon,ELEC,Electric,Dedicated,305-361,305,361,333,,,RWD,,,,,,697,111,77,,"Includes models with 18"" and 20"" wheels"
351,Hyundai,Ioniq 6 Standard range RWD,2024,151,120,135,,,,Auto,e-motor,111 kW,,111 kW electric motor,Sedan/Wagon,ELEC,Electric,Dedicated,240,240,240,240,,,RWD,,,,,,480,111,53,,
351,Hyundai,Kona Electric Long Range,2024,129,103,116,,,,Auto,e-motor,150 kW,,150 kW electric motor,SUV,ELEC,Electric,Dedicated,261,261,261,261,,,FWD,7.2,75,4,26,214,268,181,48,5,
351,Hyundai,Tucson Hybrid/Hybrid Blue,2024,,,,,,37-38,Auto,SI,1.6L,4,1.6L I4,SUV,HYBR,Hybrid Electric,Hybrid Electric,,,,,,,4WD,,,,,,,,,,
351,Hyundai,Tucson Plug-in Hybrid,2024,,,80,35,35,35,Auto,SI,1.6L,4,"1.6L I4;
67 kW electric motor",SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,33,33,33,33,420,Blended,AWD,7.2,,4,20,,360,38,13,5,
385,Jaguar,F-PACE P400 MHEV,2024,,,,19,25,21,Auto,SI,3.0L,6,3.0L V6,SUV,HYBR,Hybrid Electric,Dedicated,,,,,,,4WD,,,,,,,,,,
385,Jaguar,I-PACE EV400,2024,,,76-85,,,,Auto,e-motor,147 kW (x2),,147 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,217-246,217,246,232,,,4WD,7,100,3,16,180,388,223,86,5,
275,Jeep,Grand Cherokee 4xe,2024,,,56,23,24,23,Auto,SI,2.0L,4,"2.0L I4;
100 kW electric motor",SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,26,26,26,26,470,Blended,4WD,7.7,,2,13,,345,50,17,5,
275,Jeep,Wrangler 4dr 4xe,2024,,,49,20,20,20,Auto,SI,2.0L,4,"2.0L I4;
100 kW electric motor",SUV,PHEV,Plug-in Hybrid Electric,Hybrid Electric,22,22,22,22,370,Blended,4WD,7.7,,2,11,,355,50,17,5,
361,Kia,EV6 AWD GT,2024,85,77,83,,,,Auto,e-motor,160 kW (x2),,"160 kW electric motors (x2)
\",SUV,ELEC,Electric,Dedicated,218,218,218,218,,,AWD,11,200,4,36,527,697,111,77,5,
361,Kia,EV6 Long Range AWD,2024,,,96-109,,,,Auto,e-motor,165 kW (x2),,165 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,252-282,252,282,267,,,AWD,11,200,4,36,527,697,111,77,5,"Includes models with 19"" and 20"" wheels"
361,Kia,EV6 Long Range RWD,2024,134,101,117,,,,Auto,e-motor,168 kW,,168 kW electric motor,SUV,ELEC,Electric,Dedicated,310,310,310,310,,,RWD,11,200,4,36,527,697,111,77,5,
361,Kia,EV6 Standard Range RWD,2024,136,100,117,,,,Auto,e-motor,125 kW,,125 kW electric motor,SUV,ELEC,Electric,Dedicated,232,232,232,232,,,RWD,11,200,4,36,527,697,111,77,5,
361,Kia,EV9 Long Range AWD,2024,,,80-83,,,,Auto,e-motor,141 (x2),,141 kW electric motors (x2),SUV,ELEC,Electric,Dedicated,270-280,270,280,275,,,AWD,,,,,,552,181,99,,Includes GT-Line model
361,Kia,EV9 Long Range RWD,2024,100,78,89,,,,Auto,e-motor,160 kW,,160 kW electric motor,SUV,ELEC,Electric,Dedicated,304,304,304,304,,,RWD,,,,,,552,181,99,,
361,Kia,EV9 Standard Range RWD,2024,99,77,88,,,,Auto,e-motor,160 kW,,160 kW electric motor,SUV,ELEC,Electric,Dedicated,230,230,230,230,,,RWD,,,,,,632,121,76,,
